,stem,image_path,mask_coral_path,coral_coverage,source,split
3397,C3_Gr_PP_T1_30nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C3_Gr_PP_T1_30nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C3_Gr_PP_T1_30nov24_HBenavides_corr_binary.png,0.628,UNAL_BLEACHING_TAYRONA,train
3398,C3_Gr_PP_T2_30nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C3_Gr_PP_T2_30nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C3_Gr_PP_T2_30nov24_HBenavides_corr_binary.png,0.63,UNAL_BLEACHING_TAYRONA,train
3399,C3_Gr_PP_T3_30nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C3_Gr_PP_T3_30nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C3_Gr_PP_T3_30nov24_HBenavides_corr_binary.png,0.556,UNAL_BLEACHING_TAYRONA,train
3400,C3_Gr_PSa_T1_30nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C3_Gr_PSa_T1_30nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C3_Gr_PSa_T1_30nov24_CDaza_corr_binary.png,0.186,UNAL_BLEACHING_TAYRONA,train
3401,C3_Gr_PSa_T2_30nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C3_Gr_PSa_T2_30nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C3_Gr_PSa_T2_30nov24_CDaza_corr_binary.png,0.189,UNAL_BLEACHING_TAYRONA,train
3402,C3_Gr_PSa_T3_30nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C3_Gr_PSa_T3_30nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C3_Gr_PSa_T3_30nov24_CDaza_corr_binary.png,0.22,UNAL_BLEACHING_TAYRONA,train
3403,C3_PB_PM_T1_19nov24_CGomez_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C3_PB_PM_T1_19nov24_CGomez_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C3_PB_PM_T1_19nov24_CGomez_Corr_binary.png,0.241,UNAL_BLEACHING_TAYRONA,train
3404,C3_PB_PM_T2_19nov24_CGomez_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C3_PB_PM_T2_19nov24_CGomez_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C3_PB_PM_T2_19nov24_CGomez_Corr_binary.png,0.01,UNAL_BLEACHING_TAYRONA,train
3405,C3_PB_PP_T3_19nov24_CGomez_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C3_PB_PP_T3_19nov24_CGomez_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C3_PB_PP_T3_19nov24_CGomez_Corr_binary.png,0.034,UNAL_BLEACHING_TAYRONA,train
3406,C3_PB_PSA_T1_19nov24_HBenavides_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C3_PB_PSA_T1_19nov24_HBenavides_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C3_PB_PSA_T1_19nov24_HBenavides_Corr_binary.png,0.077,UNAL_BLEACHING_TAYRONA,train
3407,C3_PB_PSb_T2_19nov24_HBenavides_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C3_PB_PSb_T2_19nov24_HBenavides_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C3_PB_PSb_T2_19nov24_HBenavides_Corr_binary.png,0.453,UNAL_BLEACHING_TAYRONA,train
3408,C3_PB_PSb_T3_19nov24_HBenavides_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C3_PB_PSb_T3_19nov24_HBenavides_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C3_PB_PSb_T3_19nov24_HBenavides_Corr_binary.png,0.238,UNAL_BLEACHING_TAYRONA,train
3409,C4_BC_PM_T1_29nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_BC_PM_T1_29nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_BC_PM_T1_29nov24_CDaza_corr_binary.png,0.363,UNAL_BLEACHING_TAYRONA,train
3410,C4_BC_PM_T2_29nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_BC_PM_T2_29nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_BC_PM_T2_29nov24_CDaza_corr_binary.png,0.404,UNAL_BLEACHING_TAYRONA,train
3411,C4_BC_PM_T3_29nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_BC_PM_T3_29nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_BC_PM_T3_29nov24_CDaza_corr_binary.png,0.384,UNAL_BLEACHING_TAYRONA,train
3412,C4_BC_PP_T1_29nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_BC_PP_T1_29nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_BC_PP_T1_29nov24_HBenavides_corr_binary.png,0.361,UNAL_BLEACHING_TAYRONA,train
3413,C4_BC_PP_T2_29nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_BC_PP_T2_29nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_BC_PP_T2_29nov24_HBenavides_corr_binary.png,0.084,UNAL_BLEACHING_TAYRONA,train
3414,C4_BC_PP_T3_29nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_BC_PP_T3_29nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_BC_PP_T3_29nov24_HBenavides_corr_binary.png,0.253,UNAL_BLEACHING_TAYRONA,train
3415,C4_BC_PSb_T1_29nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_BC_PSb_T1_29nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_BC_PSb_T1_29nov24_HBenavides_corr_binary.png,0.509,UNAL_BLEACHING_TAYRONA,train
3416,C4_BC_PSb_T2_29nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_BC_PSb_T2_29nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_BC_PSb_T2_29nov24_HBenavides_corr_binary.png,0.404,UNAL_BLEACHING_TAYRONA,train
3417,C4_BC_PSb_T3_29nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_BC_PSb_T3_29nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_BC_PSb_T3_29nov24_HBenavides_corr_binary.png,0.275,UNAL_BLEACHING_TAYRONA,train
3418,C4_Gr_PM_T1_30nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gr_PM_T1_30nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gr_PM_T1_30nov24_CGomez_corr_binary.png,0.787,UNAL_BLEACHING_TAYRONA,train
3419,C4_Gr_PM_T2_30nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gr_PM_T2_30nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gr_PM_T2_30nov24_CGomez_corr_binary.png,0.691,UNAL_BLEACHING_TAYRONA,train
3420,C4_Gr_PM_T3_30nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gr_PM_T3_30nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gr_PM_T3_30nov24_CGomez_corr_binary.png,0.72,UNAL_BLEACHING_TAYRONA,train
3421,C4_Gr_PP_T1_30nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gr_PP_T1_30nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gr_PP_T1_30nov24_HBenavides_corr_binary.png,0.662,UNAL_BLEACHING_TAYRONA,train
3422,C4_Gr_PP_T2_30nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gr_PP_T2_30nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gr_PP_T2_30nov24_HBenavides_corr_binary.png,0.056,UNAL_BLEACHING_TAYRONA,train
3423,C4_Gr_PP_T3_30nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gr_PP_T3_30nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gr_PP_T3_30nov24_HBenavides_corr_binary.png,0.564,UNAL_BLEACHING_TAYRONA,train
3424,C4_Gr_PSa_T1_30nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gr_PSa_T1_30nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gr_PSa_T1_30nov24_CDaza_corr_binary.png,0.173,UNAL_BLEACHING_TAYRONA,train
3425,C4_Gr_PSa_T2_30nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gr_PSa_T2_30nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gr_PSa_T2_30nov24_CDaza_corr_binary.png,0.129,UNAL_BLEACHING_TAYRONA,train
3426,C4_Gr_PSa_T3_30nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gr_PSa_T3_30nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gr_PSa_T3_30nov24_CDaza_corr_binary.png,0.119,UNAL_BLEACHING_TAYRONA,train
3427,C4_Gy_EM_T2_27nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_EM_T2_27nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_EM_T2_27nov24_CGomez_corr_binary.png,0.656,UNAL_BLEACHING_TAYRONA,train
3428,C4_Gy_EP_T1_27nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_EP_T1_27nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_EP_T1_27nov24_HBenavides_corr_binary.png,0.785,UNAL_BLEACHING_TAYRONA,train
3429,C4_Gy_EP_T2_27nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_EP_T2_27nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_EP_T2_27nov24_HBenavides_corr_binary.png,0.441,UNAL_BLEACHING_TAYRONA,train
3430,C4_Gy_EP_T3_27nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_EP_T3_27nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_EP_T3_27nov24_HBenavides_corr_binary.png,0.588,UNAL_BLEACHING_TAYRONA,train
3431,C4_Gy_ESa_T1_27nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_ESa_T1_27nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_ESa_T1_27nov24_HBenavides_corr_binary.png,0.37,UNAL_BLEACHING_TAYRONA,train
3432,C4_Gy_ESa_T2_27nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_ESa_T2_27nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_ESa_T2_27nov24_HBenavides_corr_binary.png,0.336,UNAL_BLEACHING_TAYRONA,train
3433,C4_Gy_ESa_T3_27nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_ESa_T3_27nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_ESa_T3_27nov24_HBenavides_corr_binary.png,0.106,UNAL_BLEACHING_TAYRONA,train
3434,C4_Gy_ESb_T1_27nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_ESb_T1_27nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_ESb_T1_27nov24_CGomez_corr_binary.png,0.705,UNAL_BLEACHING_TAYRONA,train
3435,C4_Gy_ESb_T2_27nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_ESb_T2_27nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_ESb_T2_27nov24_CGomez_corr_binary.png,0.38,UNAL_BLEACHING_TAYRONA,train
3436,C4_Gy_ESb_T3_27nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_ESb_T3_27nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_ESb_T3_27nov24_CGomez_corr_binary.png,0.639,UNAL_BLEACHING_TAYRONA,train
3437,C4_Gy_PM_T1_27nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_PM_T1_27nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_PM_T1_27nov24_CGomez_corr_binary.png,0.654,UNAL_BLEACHING_TAYRONA,train
3438,C4_Gy_PM_T2_27nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_PM_T2_27nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_PM_T2_27nov24_CGomez_corr_binary.png,0.462,UNAL_BLEACHING_TAYRONA,train
3439,C4_Gy_PM_T3_27nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_PM_T3_27nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_PM_T3_27nov24_CGomez_corr_binary.png,0.409,UNAL_BLEACHING_TAYRONA,train
3440,C4_Gy_PP_T1_27nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_PP_T1_27nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_PP_T1_27nov24_CDaza_corr_binary.png,0.402,UNAL_BLEACHING_TAYRONA,train
3441,C4_Gy_PP_T2_27nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_PP_T2_27nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_PP_T2_27nov24_CDaza_corr_binary.png,0.438,UNAL_BLEACHING_TAYRONA,train
3442,C4_Gy_PP_T3_27nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_PP_T3_27nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_PP_T3_27nov24_CDaza_corr_binary.png,0.458,UNAL_BLEACHING_TAYRONA,train
3443,C4_Gy_PSa_T1_27nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_PSa_T1_27nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_PSa_T1_27nov24_CDaza_corr_binary.png,0.06,UNAL_BLEACHING_TAYRONA,train
3444,C4_Gy_PSa_T3_27nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_PSa_T3_27nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_PSa_T3_27nov24_CDaza_corr_binary.png,0.028,UNAL_BLEACHING_TAYRONA,train
3445,C4_Gy_PSb_T1_27nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_PSb_T1_27nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_PSb_T1_27nov24_CGomez_corr_binary.png,0.833,UNAL_BLEACHING_TAYRONA,train
3446,C4_Gy_PSb_T2_27nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_PSb_T2_27nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_PSb_T2_27nov24_CGomez_corr_binary.png,0.285,UNAL_BLEACHING_TAYRONA,train
3447,C4_Gy_PSb_T3_27nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_Gy_PSb_T3_27nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_Gy_PSb_T3_27nov24_CGomez_corr_binary.png,0.623,UNAL_BLEACHING_TAYRONA,train
3448,C4_PB_PM_T2_19nov24_CGomez_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_PB_PM_T2_19nov24_CGomez_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_PB_PM_T2_19nov24_CGomez_Corr_binary.png,0.276,UNAL_BLEACHING_TAYRONA,train
3449,C4_PB_PM_T3_19nov24_CGomez_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_PB_PM_T3_19nov24_CGomez_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_PB_PM_T3_19nov24_CGomez_Corr_binary.png,0.159,UNAL_BLEACHING_TAYRONA,train
3450,C4_PB_PP_T1_19nov24_CGomez_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_PB_PP_T1_19nov24_CGomez_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_PB_PP_T1_19nov24_CGomez_Corr_binary.png,0.217,UNAL_BLEACHING_TAYRONA,train
3451,C4_PB_PP_T3_19nov24_CGomez_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_PB_PP_T3_19nov24_CGomez_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_PB_PP_T3_19nov24_CGomez_Corr_binary.png,0.012,UNAL_BLEACHING_TAYRONA,train
3452,C4_PB_PSA_T2_19nov24_HBenavides_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_PB_PSA_T2_19nov24_HBenavides_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_PB_PSA_T2_19nov24_HBenavides_Corr_binary.png,0.131,UNAL_BLEACHING_TAYRONA,train
3453,C4_PB_PSb_T1_19nov24_HBenavides_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_PB_PSb_T1_19nov24_HBenavides_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_PB_PSb_T1_19nov24_HBenavides_Corr_binary.png,0.247,UNAL_BLEACHING_TAYRONA,train
3454,C4_PB_PSb_T2_19nov24_HBenavides_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_PB_PSb_T2_19nov24_HBenavides_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_PB_PSb_T2_19nov24_HBenavides_Corr_binary.png,0.095,UNAL_BLEACHING_TAYRONA,train
3455,C4_PB_PSb_T3_19nov24_HBenavides_Corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C4_PB_PSb_T3_19nov24_HBenavides_Corr.JPG,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C4_PB_PSb_T3_19nov24_HBenavides_Corr_binary.png,0.284,UNAL_BLEACHING_TAYRONA,train
3456,C5_BC_EM_T1_29nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_EM_T1_29nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_EM_T1_29nov24_CGomez_corr_binary.png,0.283,UNAL_BLEACHING_TAYRONA,train
3457,C5_BC_EM_T2_29nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_EM_T2_29nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_EM_T2_29nov24_CGomez_corr_binary.png,0.576,UNAL_BLEACHING_TAYRONA,train
3458,C5_BC_EM_T3_29nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_EM_T3_29nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_EM_T3_29nov24_CGomez_corr_binary.png,0.083,UNAL_BLEACHING_TAYRONA,train
3459,C5_BC_EP_T1_29nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_EP_T1_29nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_EP_T1_29nov24_CDaza_corr_binary.png,0.471,UNAL_BLEACHING_TAYRONA,train
3460,C5_BC_EP_T2_29nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_EP_T2_29nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_EP_T2_29nov24_CDaza_corr_binary.png,0.026,UNAL_BLEACHING_TAYRONA,train
3461,C5_BC_EP_T3_29nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_EP_T3_29nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_EP_T3_29nov24_CDaza_corr_binary.png,0.567,UNAL_BLEACHING_TAYRONA,train
3462,C5_BC_ESa_T1_29nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_ESa_T1_29nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_ESa_T1_29nov24_CDaza_corr_binary.png,0.029,UNAL_BLEACHING_TAYRONA,train
3463,C5_BC_ESa_T2_29nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_ESa_T2_29nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_ESa_T2_29nov24_CDaza_corr_binary.png,0.081,UNAL_BLEACHING_TAYRONA,train
3464,C5_BC_ESa_T3_29nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_ESa_T3_29nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_ESa_T3_29nov24_CDaza_corr_binary.png,0.152,UNAL_BLEACHING_TAYRONA,train
3465,C5_BC_ESb_T1_29nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_ESb_T1_29nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_ESb_T1_29nov24_CGomez_corr_binary.png,0.345,UNAL_BLEACHING_TAYRONA,train
3466,C5_BC_ESb_T2_29nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_ESb_T2_29nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_ESb_T2_29nov24_CGomez_corr_binary.png,0.64,UNAL_BLEACHING_TAYRONA,train
3467,C5_BC_ESb_T3_29nov24_CGomez_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_ESb_T3_29nov24_CGomez_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_ESb_T3_29nov24_CGomez_corr_binary.png,0.122,UNAL_BLEACHING_TAYRONA,train
3468,C5_BC_PM_T1_29nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_PM_T1_29nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_PM_T1_29nov24_CDaza_corr_binary.png,0.799,UNAL_BLEACHING_TAYRONA,train
3469,C5_BC_PM_T2_29nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_PM_T2_29nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_PM_T2_29nov24_CDaza_corr_binary.png,0.468,UNAL_BLEACHING_TAYRONA,train
3470,C5_BC_PM_T3_29nov24_CDaza_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_PM_T3_29nov24_CDaza_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_PM_T3_29nov24_CDaza_corr_binary.png,0.505,UNAL_BLEACHING_TAYRONA,train
3471,C5_BC_PP_T1_29nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_PP_T1_29nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_PP_T1_29nov24_HBenavides_corr_binary.png,0.565,UNAL_BLEACHING_TAYRONA,train
3472,C5_BC_PP_T2_29nov24_HBenavides_corr,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\images\C5_BC_PP_T2_29nov24_HBenavides_corr.jpg,data\benthic_datasets\UNAL_BLEACHING_TAYRONA\masks_coral\C5_BC_PP_T2_29nov24_HBenavides_corr_binary.png,0.379,UNAL_BLEACHING_TAYRONA,train
